class_name,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,calcium_mg,iron_mg,vitamin_c_mg
croque_madame,242.0536715624025,9.937256459865052,28.093834158970527,10.334607966773913,2.004635815283844,78.95219194699031,1.817915923435945,4.903376313800051
cup_cakes,258.45280188728594,8.448368289511425,51.6312276487243,15.663904146557446,1.8564759064282577,89.91194674104347,1.737752244686075,3.4859359741008538
deviled_eggs,236.79468799025477,9.611106580437598,27.92325619604988,9.76591972647954,2.0262411998443346,80.56433500165811,1.809006126164812,5.114448360886657
donuts,360.4230273433859,8.448368289511425,51.53553511190759,16.031496406615524,1.8564759064282577,87.30273603979856,1.737752244686075,3.4859359741008538
dumplings,258.45280188728594,10.467305732809251,37.977296326530535,9.97170475684796,1.9938057055424951,80.99138580109229,1.7864417999363886,4.903376313800051
edamame,181.7244761632109,10.139984653080331,25.30561799634857,10.321189180455386,2.115581452707587,78.15518784857856,1.81314732940656,6.091555792958139
eggs_benedict,258.45280188728594,9.57815292639506,28.921126874768152,10.030128261319105,1.9938057055424951,79.42643724160091,1.778073428194728,4.903376313800051
escargots,258.45280188728594,10.193580600979583,28.51882815252422,10.06240972266547,2.029466244836347,79.04429783652267,1.7898480524705354,4.906439554563394
falafel,334.1392749110119,9.42124196843921,29.791454835730555,17.99703124071748,2.0021794584682184,80.08891816934154,1.7913028963179014,4.929210802603236
filet_mignon,244.13570043842347,10.459877690033723,28.105421815601307,9.907066899652516,2.073620804038366,80.56433500165811,1.8118099150184688,5.590673739130064
fish_and_chips,236.9060411063433,11.653377370461149,28.29190091332804,10.371805273690876,1.9344910998327451,81.27028103556883,1.799674831602202,4.125971249239031
foie_gras,300.81841963022936,9.989117681055411,27.39985729492633,17.993380673101353,1.9938057055424951,80.79453983564403,1.8583843802388509,4.868344989613088
french_fries,333.3536498979904,9.90833259883162,29.56085858597053,18.37429738793484,2.115581452707587,81.51005914811442,1.800496516352371,4.472526363700489
french_onion_soup,240.5354817669336,9.673921105906205,27.66715831692316,9.912672317400474,1.9971820066788577,82.17765836652502,1.7749467482834524,4.843171131561722
french_toast,354.4392760578577,8.448368289511425,51.9297712220153,16.100976405534915,1.8564759064282577,88.58700520033453,1.737752244686075,3.4859359741008538
fried_calamari,332.870500661546,9.769859832447992,30.218681823729305,17.936925345131552,2.025163864249224,80.56433500165811,1.8118571202594904,4.844209874594191
fried_rice,329.9630048544591,10.150692143904005,38.11572337473205,17.764761393174158,2.037214704821656,80.06945158617577,1.8191867570094635,5.403193157165383
frozen_yogurt,240.16404282170728,9.612927989727442,27.808706802080195,25.28507331437477,2.002218656653438,80.63660178141068,1.8027531187266144,4.695751074912044
garlic_bread,256.4714880817426,9.989117681055411,38.9324401540102,9.609419786771054,2.009990917892456,78.758356625423,1.799674831602202,4.901018951035699
gnocchi,261.1372763859446,9.989117681055411,37.88689905134677,10.110228251504312,1.9469872953694176,81.71804424799393,1.8001157826166023,4.903376313800051
greek_salad,181.9859048483624,9.781886925765068,24.814385695212422,9.96977604426478,2.115581452707587,79.2353915779495,1.799674831602202,6.091555792958139
grilled_cheese_sandwich,261.8093330526179,10.000820470500257,36.78926067163508,9.855447810598667,2.0283337696819377,102.11542574279352,1.81791324512024,4.925582506092468
grilled_salmon,258.45280188728594,11.653377370461149,27.98191750355394,9.955900737399393,1.9847463725666077,80.23048958876555,1.8583843802388509,5.0555639692810095
guacamole,241.48575754462223,10.391336110722236,27.55566811101696,9.779999599624496,2.032783537427875,81.61253439454784,1.7750477285359194,5.606711388831522
gyoza,243.90806293808384,10.168226135294338,27.980666169409588,10.321189180455386,2.0184168728528387,77.97899545754322,1.806320583299712,5.580133199589227
hamburger,303.2780948306741,11.653377370461149,27.63524067709011,18.106418253436114,1.9938057055424951,80.24541186989481,1.8583843802388509,4.930659157140015
hot_and_sour_soup,240.8114982533098,10.033841157010114,28.921126874768152,10.321189180455386,2.0006368050141377,80.1325908271569,1.7950527595535717,5.420892535607655
hot_dog,293.19638638923954,11.653377370461149,27.947829379511592,18.21700395187885,1.9965441452510064,79.59227646729306,1.8583843802388509,5.19597915582178
huevos_rancheros,240.48168501668877,9.989117681055411,28.10805739713372,9.83794181479584,1.99334494725355,79.38260908831622,1.8243500323973525,4.687551633881487
hummus,235.90128437536785,10.336958007019652,28.921126874768152,10.321189180455386,1.984890075032468,80.56433500165811,1.775859194511599,4.408490826808424
ice_cream,357.21733290195664,9.411888840460607,52.00664664506674,15.63292563773649,1.8564759064282577,102.11542574279352,1.799674831602202,3.4859359741008538
lasagna,355.86809472850035,9.7250731828389,38.52083466896136,10.012178062920732,2.013519823561327,102.11542574279352,1.799674831602202,4.750248699715724
lobster_bisque,237.43646132046007,11.653377370461149,27.77845437068165,9.97824513297501,1.9938057055424951,81.00470946359111,1.805745656796309,5.240983658638862
lobster_roll_sandwich,262.2115274135363,11.653377370461149,28.921126874768152,10.048254073301027,2.0449121572319395,79.83934619345058,1.7842279032650816,4.473674123144147
macaroni_and_cheese,234.7130116158322,10.1862120845787,29.0807535926554,10.18743343860262,2.0015421273744303,102.11542574279352,1.7924785259188596,4.903376313800051
macarons,360.5569818259019,9.989117681055411,51.81357848907283,15.90134031088244,1.8564759064282577,92.13824562222432,1.737752244686075,3.4859359741008538
miso_soup,239.2038119618733,10.080828273221089,27.592707333690704,9.675206447985111,2.000559517233808,80.56433500165811,1.8039084530544416,4.852302402117236
mussels,237.57507660144603,11.653377370461149,28.571350806319835,9.980355553373355,1.9915371340146373,80.47729036931709,1.7979208383155516,5.155256999325147
nachos,254.3130079541808,10.127611866177164,28.921126874768152,10.074836676869,1.969811067238295,80.64341550843471,1.7949426469259735,4.997096704919089
omelette,240.1983188790738,9.869389134823331,27.786505223295396,10.031174495267374,1.990034117818239,79.07849207370552,1.791643285507318,5.026237519359403
onion_rings,328.80914536359654,10.202956229030775,30.055233231414025,18.390310233577704,2.0063388571221568,78.45350561759527,1.7922850348174724,5.062738920392597
oysters,240.64787302269963,11.653377370461149,27.34167895594095,9.934275001473146,1.9742328342654525,79.78267042096036,1.8148487032893463,5.234677152083395
pad_thai,234.713643912651,10.02753745106709,27.445149391538312,10.089256610157276,1.994153126302977,80.56433500165811,1.799674831602202,4.56403366128047
paella,257.70307065669834,9.989117681055411,38.0331754372176,10.321189180455386,1.9938057055424951,79.47053152318097,1.830909058255344,4.903376313800051
pancakes,353.8267731300917,8.448368289511425,51.8948450561462,15.98443019274931,1.8564759064282577,91.38282668344964,1.737752244686075,3.4859359741008538
panna_cotta,360.7886201635483,8.448368289511425,51.93531625969886,10.321189180455386,1.8564759064282577,89.33176110493842,1.737752244686075,3.4859359741008538
peking_duck,300.7607096743958,11.653377370461149,27.35825443167446,10.321189180455386,2.006061300653853,80.55795208306776,1.8583843802388509,4.891832530360663
pho,260.7580887150503,9.80562553819056,38.01488602788525,10.155491763227854,1.9754855742419657,80.56433500165811,1.781654336140582,4.463043406172336
pizza,257.10765025992566,9.784981902751438,38.26862693707478,9.98989620158203,1.966720796009269,102.11542574279352,1.8052153417832488,4.937472440965884
pork_chop,300.1461701440697,11.653377370461149,28.921126874768152,18.030594623225653,2.0217077213372567,80.64479780293696,1.8583843802388509,4.762223996953625
poutine,258.45280188728594,9.802713145794277,27.44724662027197,10.026907957005886,2.040053153405015,79.88158078672174,1.7782237754919872,5.390313551813552
prime_rib,240.60709896984773,10.269769329981992,27.63242956006501,10.238438256479158,1.968286731669564,80.41738928002768,1.7764692497473535,4.94412476238962
pulled_pork_sandwich,300.6422793371928,11.653377370461149,38.89462655540971,17.77980894349634,1.9938057055424951,79.2225406392878,1.799674831602202,4.903376313800051
ramen,258.45280188728594,9.816739005971575,37.98498881940963,10.169210227879692,1.9995062371021015,80.22853665803818,1.8010055233005915,5.127948747200436
ravioli,258.42572898568994,9.909133026862529,54.41720237832857,9.83586760269672,2.0256595928119903,77.01952701495507,1.801348040065096,5.362010057575842
red_velvet_cake,258.45280188728594,8.448368289511425,52.25460665767111,15.969558178485933,1.8564759064282577,88.7336616044647,1.737752244686075,3.4859359741008538
risotto,257.2467491634057,10.087784082749046,38.07705978528944,9.90161825995889,2.0270688180098144,80.56433500165811,1.8092174380012112,4.812775382512448
samosa,327.1821345998118,9.895975630977434,29.822497970296183,17.913880103479535,2.016955875422883,81.21366594270263,1.8255437005070263,4.908562527126842
sashimi,246.1160111362289,11.653377370461149,27.976652965979486,9.607237531861829,1.992086181521836,79.57583376734735,1.790516673323921,5.34695900065755
scallops,244.9612118328294,11.653377370461149,28.447606623488724,9.935521469031464,2.0129832670463137,80.32585095137237,1.7891605417763978,4.306611372695636
seaweed_salad,179.58560079303638,9.989117681055411,24.057888495768083,9.97254912499,1.9938057055424951,77.62072579072066,1.799674831602202,6.091555792958139
shrimp_and_grits,237.4591671238552,9.989117681055411,27.30800830454291,9.942939814915214,2.039877341041695,79.26085035482126,1.8067696205514647,5.069680315622956
spaghetti_bolognese,260.6081145253035,10.009031421137998,38.41496433937312,9.858332459912427,2.0213651324182846,81.1499002860831,1.817925807597082,5.024399725412104
spaghetti_carbonara,258.2643656751826,9.778948383244051,37.51899883676448,9.995014369196484,1.9938057055424951,81.40373567918625,1.834827474989536,4.903376313800051
spring_rolls,183.7220009651408,9.857961371816078,24.500981001399087,9.842242982734076,2.115581452707587,79.26785515716388,1.808622961020134,6.091555792958139
steak,298.495077140545,11.653377370461149,28.163123369162086,18.104590865623457,1.9536404862830064,78.98046424697661,1.8583843802388509,4.767768058159727
strawberry_shortcake,361.641021686838,8.448368289511425,51.62532653764296,15.90590335745124,1.8564759064282577,90.02278504752417,1.737752244686075,3.4859359741008538
sushi,240.0677789298663,11.653377370461149,27.6273956710492,9.840937167397282,1.9746457557513395,78.9103015970791,1.8090740085466723,5.381141187467261
tacos,258.9528860058292,10.127583634533858,37.61746377059224,10.321189180455386,2.065948054412553,81.35060762661348,1.8002478140838187,4.530174361903669
takoyaki,330.559826483084,9.981391349292242,30.11078600469057,17.967623016501065,1.9924946176851253,80.56433500165811,1.7889706011446285,5.469104598432647
tiramisu,358.17666499376213,8.448368289511425,51.843497465246166,16.152468768965495,1.8564759064282577,91.74152786799696,1.737752244686075,3.4859359741008538
tuna_tartare,238.39810024776227,11.653377370461149,28.02791784404456,10.264388874534328,1.973465733744896,79.08146175523984,1.8290401366102151,4.763179591851535
waffles,258.45280188728594,8.448368289511425,52.02591595311778,16.087128679077765,1.8564759064282577,91.15079317953176,1.737752244686075,3.4859359741008538
